Student_ID,Name,Email,Gender,Country,Age,Enrollment_Date,Course_Name,Course_Category,Progress (%),Time_Spent (hrs),Completed,Feedback_Rating,Session_Attendance
bdacdc5e-20c0-4275-b885-187d18fc83b7,robert hines,destiny35@garner.biz,MALE,IN,37,07-07-2023,Python for Data Science,Data Science,61,120 minutes,0,6,"2023-07-07, 2023-07-14"
4b46ef33-95e7-4614-82b4-02815f269466,BRUCE BROWN,gpreston@dillon.net,Male,india,0,03-09-2023,JavaScript Bootcamp,Web Development,56,1.5,1,1,"2023-09-03, 2023-09-10, 2023-09-17, 2023-09-24, 2023-10-01, 2023-10-08, 2023-10-15, 2023-10-22"
daaf7529-deef-482a-8dd7-015869c165ae,WILLIE COOPER,lesliebaldwin@gmail.com,F,Uk,0,14-07-2023,React for Beginners,Web Development,89%,45,No,5,"2023-07-14, 2023-07-21, 2023-07-28, 2023-08-04, 2023-08-11, 2023-08-18"
2d445af8-fc94-46b1-a18b-5d1555273407,anthony hayes,barbaramoore@anderson.biz,M,USA,,03-05-2024,React for Beginners,Web Development,20%,1.5,Yes,5,03-05-2024
62210670-7a36-4788-b71f-b9a66dd49c96,JOSEPH CROSS,katherine83@rhodes.com,FEMALE,USA,,24-12-2023,Startup Strategy,Business,51%,45,Y,6,"2023-12-24, 2023-12-31, 2024-01-07, 2024-01-14"
4fe54745-5827-4e80-a082-1918b18ad67d,james chapman,colonkenneth@bryant-meyer.net,male,india,35,24-03-2023,Adobe Illustrator Mastery,Design,4%,1.5,No,5,24-03-2023
fed747be-afd0-42f7-a352-44446f04af36,zachary henry,stacyhull@smith-walker.com,female,Uk,21,13-09-2023,Project Management Essentials,Business,42,90 mins,N,5,13-09-2023
812faa38-96f6-4c09-859c-1ba0bbec721d,jacob santos,qmcdowell@dean.com,Male,UK,33,01-03-2023,Machine Learning A-Z,Data Science,37,1 hour,0,5,"2023-03-01, 2023-03-08, 2023-03-15, 2023-03-22, 2023-03-29, 2023-04-05"
b0937085-0c59-41f8-850d-cbfed60bf603,jeremy martinez,nmiles@hotmail.com,F,IN,,16-01-2025,Graphic Design Basics,Design,15%,45,0,6,"2025-01-16, 2025-01-23, 2025-01-30, 2025-02-06, 2025-02-13"
6bbe3b5a-4d15-47d8-8261-c87aa15c159a,mary nelson,invalid-email,Male,india,0,07-03-2025,Digital Marketing 101,Marketing,64%,120 minutes,1,2,"2025-03-07, 2025-03-14, 2025-03-21, 2025-03-28, 2025-04-04, 2025-04-11, 2025-04-18, 2025-04-25"
d4a5a81e-6b38-4a0a-a31d-260bb362cd55,kayla williamson,glovertyler@hotmail.com,female,india,,02-11-2024,React for Beginners,Web Development,13,1 hour,0,4,"2024-11-02, 2024-11-09, 2024-11-16"
85ece729-d4dd-4b56-8353-91b2c72850c1,HEATHER ORTIZ,kelleyrenee@fitzpatrick.com,male,india,,11-02-2023,JavaScript Bootcamp,Web Development,57,2,1,6,"2023-02-11, 2023-02-18, 2023-02-25, 2023-03-04, 2023-03-11, 2023-03-18, 2023-03-25"
7e7d9a19-ab45-4578-92fb-acf6d5d1c669,brandon hunt,dawn74@marshall-garcia.com,M,india,0,25-09-2022,HTML & CSS Basics,Web Development,87,45,0,3,"2022-09-25, 2022-10-02, 2022-10-09, 2022-10-16"
cd3566ef-5c37-4739-8a62-9c5eda2cf852,jessica wilson,christianelizabeth@murphy.org,male,us,43,07-06-2022,Machine Learning A-Z,Data Science,85%,45,Y,,"2022-06-07, 2022-06-14, 2022-06-21, 2022-06-28, 2022-07-05, 2022-07-12, 2022-07-19, 2022-07-26"
5f642a53-17cb-485d-bbaa-574fe0e3c5ce,catherine morales,mary76@hotmail.com,male,UK,44,28-05-2023,Graphic Design Basics,Design,34%,1 hour,Yes,6,28-05-2023
b9f6143b-b238-4056-a1ec-47541cf14654,tommy moore,rpham@yahoo.com,F,india,30,22-12-2022,React for Beginners,Web Development,13,2,0,5,22-12-2022
5bcd236c-c777-4fae-a137-58c39c7faca6,shari hobbs,hknapp@alexander-brown.com,Male,Canada,0,13-01-2023,Finance 101,Business,100%,120 minutes,No,,13-01-2023
865a7766-ad8c-4fea-9e4b-061eb45e9463,laura cunningham,reynoldsjessica@yahoo.com,male,Uk,0,26-04-2022,React for Beginners,Web Development,77%,45,N,2,"2022-04-26, 2022-05-03, 2022-05-10, 2022-05-17, 2022-05-24, 2022-05-31"
62874624-a433-4510-ad21-b4cca9e8f0d8,RONALD MCCLAIN,schneidereric@christian-booth.com,male,India,,26-09-2023,Digital Marketing 101,Marketing,71%,1.5,N,3,"2023-09-26, 2023-10-03, 2023-10-10, 2023-10-17, 2023-10-24, 2023-10-31, 2023-11-07"
f85b6d0a-54b5-4635-bdab-161452150ed8,jonathon pierce,fmontoya@yahoo.com,female,USA,0,09-05-2024,Python for Data Science,Data Science,80%,45,N,5,"2024-05-09, 2024-05-16, 2024-05-23, 2024-05-30, 2024-06-06, 2024-06-13"
1688782f-72b6-46ca-92b2-6acdcd1f75a3,jillian wilson,garciarobert@hotmail.com,F,IN,,26-02-2024,React for Beginners,Web Development,69%,45,1,5,"2024-02-26, 2024-03-04"
cab24f24-1744-4e3f-936e-c1bd000b1f5e,lisa torres,xclements@velasquez.com,F,India,,06-08-2024,SEO Fundamentals,Marketing,57%,1.5,Y,2,06-08-2024
791f49f6-9996-4612-9ea8-7552c47566bf,heidi chavez,aaronkelly@brandt.com,FEMALE,India,0,24-08-2024,UI/UX Fundamentals,Design,98,1.5,1,3,"2024-08-24, 2024-08-31, 2024-09-07, 2024-09-14, 2024-09-21"
23f47a55-7e0f-40b2-aa06-1609e599bd3c,NATALIE ORTIZ,jacobconrad@yahoo.com,F,us,44,17-06-2022,Python for Data Science,Data Science,80%,45,0,1,"2022-06-17, 2022-06-24, 2022-07-01"
30c9c51f-c80b-4af7-9315-fafa7500f785,ashley perry,invalid-email,Female,India,,07-03-2023,Adobe Illustrator Mastery,Design,3%,1 hour,1,4,"2023-03-07, 2023-03-14"
1f8b4af1-96bc-432d-ac11-7babd6642fe8,joanna barrett,vsmith@tran.org,Female,india,0,15-12-2024,JavaScript Bootcamp,Web Development,51%,120 minutes,Y,4,"2024-12-15, 2024-12-22, 2024-12-29, 2025-01-05, 2025-01-12, 2025-01-19, 2025-01-26"
ebd14b0c-c7f4-44f9-8222-1ad3eca391d4,melissa thompson,hughescaroline@gordon-cruz.org,Female,Canada,,26-04-2024,Digital Marketing 101,Marketing,13,2,0,3,"2024-04-26, 2024-05-03"
65daced0-460a-4125-bf8c-93d4c32afc4a,tracy chavez,robertgraves@hunt.com,male,UK,0,17-03-2025,Machine Learning A-Z,Data Science,95%,45,0,4,"2025-03-17, 2025-03-24, 2025-03-31"
35afbb2d-336d-4786-b7a3-c30aa1f0fa7a,donna reed,williambenson@page-hodges.net,Female,Canada,0,13-08-2024,Startup Strategy,Business,73%,1.5,0,5,"2024-08-13, 2024-08-20, 2024-08-27"
aacad101-f153-4f68-9215-583a9532caba,MEGAN ENGLISH,hstokes@gmail.com,male,Germany,21,22-04-2024,Startup Strategy,Business,18,1 hour,1,2,"2024-04-22, 2024-04-29, 2024-05-06, 2024-05-13, 2024-05-20, 2024-05-27, 2024-06-03"
ab95c72f-0d95-4af5-a534-21bc6180b78a,DEREK FLOYD,dwayne04@gmail.com,FEMALE,IN,29,16-05-2022,Data Visualization with R,Data Science,37%,1 hour,N,,"2022-05-16, 2022-05-23, 2022-05-30, 2022-06-06, 2022-06-13, 2022-06-20, 2022-06-27, 2022-07-04"
73dd3bc6-d064-45a8-9bd2-9cb108453b2f,sean stevenson,yyoung@roberts.biz,M,IN,,25-07-2024,Machine Learning A-Z,Data Science,57%,90 mins,N,3,"2024-07-25, 2024-08-01"
af65e8cc-f9cf-4499-89c1-ad45f4ea6b97,JUAN SMITH,christinenorman@yahoo.com,female,Uk,,14-01-2024,Machine Learning A-Z,Data Science,82,90 mins,Yes,4,"2024-01-14, 2024-01-21, 2024-01-28, 2024-02-04"
b5a4c55b-b462-4214-a23f-f67de9572bc2,NICOLE PAYNE,kellythompson@jones.com,F,Canada,0,23-03-2023,Adobe Illustrator Mastery,Design,10%,90 mins,Y,6,"2023-03-23, 2023-03-30"
8e7d3f5a-4773-466a-adb2-b0200a670143,CHRISTOPHER SINGLETON,invalid-email,male,india,,13-11-2023,Data Visualization with R,Data Science,98%,45,N,5,13-11-2023
efffa2f4-b5ae-429d-b761-7d80549fc34c,christian morris,tracy98@jones-zimmerman.net,MALE,IN,34,15-04-2022,Project Management Essentials,Business,37,45,1,2,"2022-04-15, 2022-04-22, 2022-04-29, 2022-05-06"
11740357-8546-4426-af12-0b9ef4fd25b7,caitlin daniels,baileynicole@hotmail.com,FEMALE,IN,19,14-03-2023,React for Beginners,Web Development,72%,120 minutes,N,5,"2023-03-14, 2023-03-21, 2023-03-28"
37ec07a6-4b27-4079-9c5d-3f1b54c0c6c2,lisa wells,caldwellsean@austin.com,FEMALE,Uk,19,04-09-2023,Machine Learning A-Z,Data Science,26%,90 mins,Yes,5,"2023-09-04, 2023-09-11, 2023-09-18, 2023-09-25, 2023-10-02, 2023-10-09"
1d06149e-f1ea-464a-8bd4-31ccea7a8c21,JOSHUA CAMPBELL,stucker@hotmail.com,female,USA,,20-11-2023,Data Visualization with R,Data Science,69%,1 hour,N,5,"2023-11-20, 2023-11-27, 2023-12-04, 2023-12-11, 2023-12-18"
f2be029f-1514-4755-838e-9a615200044b,WESLEY AYALA,clarkcrystal@hancock.com,FEMALE,UK,25,31-01-2023,SEO Fundamentals,Marketing,61%,2,Yes,5,"2023-01-31, 2023-02-07, 2023-02-14, 2023-02-21, 2023-02-28, 2023-03-07"
e0ee5e8a-b3e6-44c6-9428-df6c89aa4293,PATRICIA LUCAS,andrewlove@miller.com,female,USA,0,20-02-2023,HTML & CSS Basics,Web Development,91%,90 mins,N,6,"2023-02-20, 2023-02-27, 2023-03-06"
d255a4de-9330-4a83-9208-7e208ede9b46,david hughes,ystewart@hotmail.com,Male,UK,19,03-05-2023,Digital Marketing 101,Marketing,16%,1.5,N,5,"2023-05-03, 2023-05-10, 2023-05-17, 2023-05-24, 2023-05-31, 2023-06-07, 2023-06-14"
b864a47b-a434-47fb-8182-978288eae7d4,NICOLE RICHARDS,sarah14@turner.info,FEMALE,Uk,23,07-10-2022,SEO Fundamentals,Marketing,36,1 hour,1,1,07-10-2022
07e3c39a-a925-4745-9276-9c9665262474,joseph taylor,susan24@hotmail.com,FEMALE,USA,,20-11-2023,React for Beginners,Web Development,33%,45,Y,2,"2023-11-20, 2023-11-27, 2023-12-04"
02dabd76-f310-4525-b517-9e725f857b21,kristen martinez,fmedina@clark-figueroa.com,Female,USA,0,07-01-2025,Python for Data Science,Data Science,22%,90 mins,1,4,"2025-01-07, 2025-01-14, 2025-01-21, 2025-01-28, 2025-02-04, 2025-02-11, 2025-02-18"
d9f93502-a55b-444f-a7d7-3d1d69a3b991,candace walker,dannylambert@hotmail.com,FEMALE,us,0,01-03-2023,Digital Marketing 101,Marketing,5%,45,0,,"2023-03-01, 2023-03-08, 2023-03-15, 2023-03-22, 2023-03-29, 2023-04-05, 2023-04-12"
fd75a5f3-eeaf-4a83-8044-46bfd9f48bbd,julia dunn md,corey97@howard-lambert.com,MALE,Canada,24,30-06-2022,Digital Marketing 101,Marketing,98%,90 mins,Y,2,"2022-06-30, 2022-07-07, 2022-07-14, 2022-07-21, 2022-07-28, 2022-08-04, 2022-08-11"
e66e2c11-11de-4ebf-9e98-961d48febf6d,john murphy,arianadiaz@yahoo.com,female,USA,,09-09-2022,Social Media Strategy,Marketing,83%,45,Yes,2,"2022-09-09, 2022-09-16"
3f05557c-502e-4818-813c-a9982b2bf58c,michelle davidson,dennis57@yahoo.com,FEMALE,UK,0,01-02-2024,Finance 101,Business,35%,45,Yes,,"2024-02-01, 2024-02-08, 2024-02-15, 2024-02-22, 2024-02-29, 2024-03-07, 2024-03-14"
7caa281b-4e33-4644-8657-20ae5bd67d4d,casey obrien,patriciagonzalez@hotmail.com,F,Uk,0,27-02-2024,Finance 101,Business,17%,1 hour,Y,6,"2024-02-27, 2024-03-05, 2024-03-12, 2024-03-19, 2024-03-26, 2024-04-02"
e4610160-134d-495a-ba38-8c8f139309d1,jonathon johnson,rebeccaarnold@hotmail.com,MALE,India,43,05-12-2024,React for Beginners,Web Development,78,2,No,,"2024-12-05, 2024-12-12, 2024-12-19, 2024-12-26, 2025-01-02, 2025-01-09, 2025-01-16"
260ccfb4-c673-4380-a766-861778dbcde3,daniel barton,stevendixon@yahoo.com,MALE,india,0,23-07-2024,SEO Fundamentals,Marketing,47%,1.5,Y,1,"2024-07-23, 2024-07-30"
3d274ad5-a9a5-4c24-82b6-22e9808e08d2,renee mendez,seanwhite@hopkins.info,F,UK,39,24-10-2023,React for Beginners,Web Development,84%,120 minutes,0,6,"2023-10-24, 2023-10-31, 2023-11-07, 2023-11-14, 2023-11-21, 2023-11-28, 2023-12-05, 2023-12-12"
7cd61da4-c2ef-4a8b-b804-87860a58f43c,dennis young,paul70@hooper.com,Male,USA,0,16-10-2023,Python for Data Science,Data Science,45,2,1,,"2023-10-16, 2023-10-23"
d463c183-a231-4211-8578-b1c6f7ebc69a,patrick lane,xvaldez@valdez.biz,male,UK,0,04-04-2025,SEO Fundamentals,Marketing,24%,2,Y,4,"2025-04-04, 2025-04-11, 2025-04-18, 2025-04-25, 2025-05-02, 2025-05-09"
d1366db1-5a57-4607-a7e5-46468430f0fa,katelyn olson,scotthall@schneider.com,FEMALE,us,,19-03-2023,SEO Fundamentals,Marketing,32,1.5,Yes,5,"2023-03-19, 2023-03-26, 2023-04-02, 2023-04-09, 2023-04-16, 2023-04-23"
a93e7b5b-1e4a-43a7-9123-f7c1b7a1267e,ROBERT CORTEZ,lmendoza@gmail.com,F,Germany,,28-10-2024,Adobe Illustrator Mastery,Design,61,45,Yes,1,"2024-10-28, 2024-11-04, 2024-11-11, 2024-11-18, 2024-11-25, 2024-12-02, 2024-12-09, 2024-12-16"
3e612d66-05bf-4618-a930-b0c4d5576899,KENNETH MARTIN,brianscott@black.org,female,USA,35,06-01-2025,Social Media Strategy,Marketing,31,1 hour,Yes,3,06-01-2025
b8344070-e0e5-46e5-84c4-4853a33b3dfd,samantha valentine,eobrien@jackson-greer.org,F,Canada,24,29-08-2024,React for Beginners,Web Development,87,90 mins,N,2,"2024-08-29, 2024-09-05, 2024-09-12, 2024-09-19, 2024-09-26"
c47a3b7e-d209-483b-9528-4c0acb6bf562,matthew baker,ecarlson@gmail.com,Male,india,,14-11-2022,SEO Fundamentals,Marketing,10%,1.5,Yes,,"2022-11-14, 2022-11-21, 2022-11-28"
043d72db-1bcb-404c-a1d8-b96a62ada157,SCOTT GORDON,catherinethompson@hotmail.com,M,India,,15-11-2023,Adobe Illustrator Mastery,Design,97%,120 minutes,1,5,"2023-11-15, 2023-11-22, 2023-11-29, 2023-12-06, 2023-12-13"
880bcb0e-c8ab-46ac-a0b4-659a09fe4cdd,autumn olson,princekimberly@reynolds.net,FEMALE,IN,40,24-10-2024,Data Visualization with R,Data Science,99,120 minutes,N,2,"2024-10-24, 2024-10-31, 2024-11-07, 2024-11-14, 2024-11-21, 2024-11-28"
7b6c7129-cd63-4ba8-b03c-664b3abf9c65,jane chapman,eanderson@kent.com,FEMALE,IN,29,02-02-2024,Adobe Illustrator Mastery,Design,33%,2,N,2,"2024-02-02, 2024-02-09"
41ff81d1-689d-4205-8b31-f4d8e073c1d0,MICHAEL CLARKE,brooksjamie@ortiz-rodriguez.biz,F,USA,,22-10-2024,Adobe Illustrator Mastery,Design,35,2,1,4,"2024-10-22, 2024-10-29, 2024-11-05, 2024-11-12, 2024-11-19, 2024-11-26"
dadfc499-42e4-4f01-80ee-131d95dad216,krystal carr,invalid-email,MALE,Uk,0,13-01-2025,UI/UX Fundamentals,Design,94,90 mins,0,2,"2025-01-13, 2025-01-20, 2025-01-27, 2025-02-03"
69c9520f-3425-449c-8145-d6ba65bf8e04,kristin white,vanessa95@hotmail.com,Male,Germany,,27-02-2025,Project Management Essentials,Business,72%,2,0,1,"2025-02-27, 2025-03-06, 2025-03-13, 2025-03-20, 2025-03-27"
dd23ff41-dae1-4586-a358-755cbc5c3cd8,nicole griffin,lewisrichard@owen-mendez.com,Male,us,,16-12-2023,Machine Learning A-Z,Data Science,71%,2,1,5,"2023-12-16, 2023-12-23, 2023-12-30, 2024-01-06, 2024-01-13, 2024-01-20"
015aba1d-a2c8-4f62-b6ee-137d639c4c6c,samantha ruiz,brownjeffrey@gmail.com,Female,us,,12-12-2022,React for Beginners,Web Development,86%,2,N,5,"2022-12-12, 2022-12-19, 2022-12-26"
ee415f16-6263-407c-b978-7c4b09aa5570,miss kelly dawson,daniellegonzales@jefferson.com,M,IN,,08-11-2024,React for Beginners,Web Development,73%,120 minutes,Yes,4,"2024-11-08, 2024-11-15, 2024-11-22, 2024-11-29, 2024-12-06, 2024-12-13"
82b34384-9979-4f26-88b1-90e1089a9f4f,crystal jackson,john02@shea.com,FEMALE,us,23,03-02-2023,Finance 101,Business,99,2,N,6,"2023-02-03, 2023-02-10, 2023-02-17, 2023-02-24, 2023-03-03, 2023-03-10, 2023-03-17"
33478a91-9609-498e-a7cb-a27a65281970,NANCY JONES,jessica89@bailey-ochoa.com,Female,Uk,35,10-02-2025,React for Beginners,Web Development,10,1 hour,No,2,"2025-02-10, 2025-02-17, 2025-02-24, 2025-03-03, 2025-03-10"
ee01b9e0-746b-461a-b1cc-6738f68ae9b7,aaron thompson,gordonmatthew@pratt.net,F,Germany,,03-11-2024,Digital Marketing 101,Marketing,10%,2,N,,"2024-11-03, 2024-11-10"
f74f6900-7159-4914-b1b6-8ecd400945ce,john sanchez,lmaldonado@gmail.com,FEMALE,india,0,16-09-2024,React for Beginners,Web Development,45%,1.5,0,6,"2024-09-16, 2024-09-23, 2024-09-30"
61f6dfbe-114b-4c79-8200-79f51dc3c26e,wendy rhodes,robert58@smith.com,male,IN,0,24-04-2024,Digital Marketing 101,Marketing,72,1 hour,Y,4,"2024-04-24, 2024-05-01, 2024-05-08, 2024-05-15, 2024-05-22, 2024-05-29, 2024-06-05, 2024-06-12"
578cd875-d231-4372-bfb0-942cac777762,TIMOTHY WOODS,patriciaadams@hotmail.com,M,IN,,17-12-2023,UI/UX Fundamentals,Design,38%,120 minutes,0,1,"2023-12-17, 2023-12-24, 2023-12-31, 2024-01-07, 2024-01-14, 2024-01-21"
7fbe6bb3-30ae-412d-a8f1-0194ee25356a,CYNTHIA ALLEN,invalid-email,female,Germany,0,03-03-2025,UI/UX Fundamentals,Design,37,1.5,N,5,"2025-03-03, 2025-03-10, 2025-03-17, 2025-03-24, 2025-03-31"
d5bea8dc-33e8-4249-baad-584034ef71df,luke moore,moraemma@vasquez.com,male,Canada,0,24-05-2023,React for Beginners,Web Development,10%,120 minutes,Yes,4,"2023-05-24, 2023-05-31, 2023-06-07, 2023-06-14, 2023-06-21, 2023-06-28, 2023-07-05"
7e0a04c2-50bf-4995-9ee4-105d5f06bc76,sierra andrews,wwhite@hotmail.com,FEMALE,Germany,28,25-04-2024,Graphic Design Basics,Design,14%,90 mins,1,,"2024-04-25, 2024-05-02"
93a05478-c00b-49de-b8db-128d65db6e43,joseph henderson,phillip27@wolfe.com,M,India,33,16-06-2023,Python for Data Science,Data Science,91%,2,Yes,4,"2023-06-16, 2023-06-23"
35f3de4a-ac92-44b4-8306-a2580227b8d5,brian ward,amyyoung@yahoo.com,Male,Canada,,12-03-2025,UI/UX Fundamentals,Design,42,1 hour,No,1,"2025-03-12, 2025-03-19, 2025-03-26, 2025-04-02, 2025-04-09, 2025-04-16, 2025-04-23, 2025-04-30"
7faf6458-2f14-4777-9dad-348e57d52b78,jason goodwin,lramirez@hotmail.com,FEMALE,Germany,41,14-11-2024,HTML & CSS Basics,Web Development,15,120 minutes,0,6,"2024-11-14, 2024-11-21, 2024-11-28, 2024-12-05, 2024-12-12"
3a8359b6-af9e-4a0e-936d-b4a7fab1996a,MICHELLE BROCK,zgonzalez@hotmail.com,Female,Canada,0,27-10-2022,Data Visualization with R,Data Science,39%,120 minutes,Yes,3,"2022-10-27, 2022-11-03, 2022-11-10, 2022-11-17"
2d36226c-027e-489c-8e40-483b7915ad7e,CHAD BARRY,jevans@hotmail.com,Female,us,43,25-11-2022,Data Visualization with R,Data Science,55%,1.5,Y,3,"2022-11-25, 2022-12-02, 2022-12-09, 2022-12-16"
29d0c613-b0c7-4002-9956-699065fdaadb,ROBERT WOODS,qgarner@ward-grant.com,Female,IN,0,20-06-2022,Social Media Strategy,Marketing,47%,1 hour,Yes,6,"2022-06-20, 2022-06-27, 2022-07-04, 2022-07-11, 2022-07-18, 2022-07-25, 2022-08-01, 2022-08-08"
59e110eb-1f09-4b9d-a969-29b20513eda8,tracey gonzalez,michael87@griffin.info,FEMALE,Germany,0,23-09-2023,React for Beginners,Web Development,40%,90 mins,0,5,"2023-09-23, 2023-09-30"
2ae63af6-de46-422e-a514-c7cef4e35f7b,tanya fisher,millermatthew@yahoo.com,M,india,,13-12-2024,JavaScript Bootcamp,Web Development,71,120 minutes,Yes,3,13-12-2024
44791214-b5de-4807-8a96-5478a72bdddd,jennifer barron,lgutierrez@gmail.com,FEMALE,India,0,12-08-2023,Social Media Strategy,Marketing,57%,1.5,0,3,"2023-08-12, 2023-08-19, 2023-08-26"
406bf02d-a97a-4f4e-bc10-871bba4f4b03,mercedes miller,egarcia@kelley-johnson.biz,MALE,Germany,0,18-10-2022,HTML & CSS Basics,Web Development,92%,45,1,1,"2022-10-18, 2022-10-25, 2022-11-01, 2022-11-08, 2022-11-15, 2022-11-22"
1a9b0d42-154f-437d-befa-c198c3d6cd54,CHRISTOPHER PENA,jerome47@hotmail.com,Male,UK,23,28-06-2024,React for Beginners,Web Development,41%,2,No,1,"2024-06-28, 2024-07-05, 2024-07-12, 2024-07-19, 2024-07-26"
2bacf712-d6a9-49e8-86d8-95e5219b606d,matthew dalton,imcdonald@yahoo.com,male,India,29,20-10-2022,HTML & CSS Basics,Web Development,49%,45,Y,,20-10-2022
f2cffcae-f833-4bfb-a296-e3f171e15b9f,cassandra harper,regina78@gmail.com,MALE,IN,0,06-08-2024,Python for Data Science,Data Science,81%,1.5,1,1,"2024-08-06, 2024-08-13, 2024-08-20, 2024-08-27, 2024-09-03, 2024-09-10, 2024-09-17, 2024-09-24"
6986305a-5da3-49cf-8ed0-730d711dc1dd,eric smith,justin80@weeks.com,Female,USA,41,24-08-2022,Finance 101,Business,38%,1 hour,N,1,24-08-2022
3b30ee97-98d5-4cf5-8afc-f9e8cc476b72,kimberly lopez,twright@hotmail.com,Female,IN,,04-02-2024,React for Beginners,Web Development,22%,45,No,5,"2024-02-04, 2024-02-11, 2024-02-18, 2024-02-25"
3878becf-60dc-42eb-9413-c85063c4e76d,JAY ALLEN,deborah84@yahoo.com,FEMALE,IN,0,04-01-2025,Python for Data Science,Data Science,43%,45,Yes,,"2025-01-04, 2025-01-11, 2025-01-18"
22f9cafe-2eb2-4ca3-9186-da93da7dcc53,mark williamson,blopez@gmail.com,male,IN,,24-01-2023,Project Management Essentials,Business,30%,1 hour,Y,5,"2023-01-24, 2023-01-31, 2023-02-07, 2023-02-14, 2023-02-21, 2023-02-28, 2023-03-07"
2f999b2a-05aa-4eab-88f3-d7eaf83f5274,diane martinez,halledward@yahoo.com,female,India,0,23-06-2022,Machine Learning A-Z,Data Science,38%,45,1,1,23-06-2022
c9254bb5-4fc3-4d4e-ab95-0c1d578799d9,YOLANDA FORD,christopher20@rowe-jones.info,F,Germany,,10-03-2023,Social Media Strategy,Marketing,45%,1.5,No,2,"2023-03-10, 2023-03-17, 2023-03-24"
4005353d-d76f-4e65-a54c-87393133839e,sandra martinez,cwise@rojas.com,Female,Canada,0,14-01-2023,Digital Marketing 101,Marketing,61%,1 hour,No,2,"2023-01-14, 2023-01-21"
85695f97-180d-4855-855f-fde8bc3e1d19,christine price,eric08@hotmail.com,F,India,0,22-03-2024,Python for Data Science,Data Science,55,2,Yes,4,"2024-03-22, 2024-03-29, 2024-04-05, 2024-04-12, 2024-04-19, 2024-04-26"
4c7f03bb-a376-4c2d-bb31-dcdc40d91a8e,stephen boyer,youngryan@jackson.org,MALE,Uk,0,13-10-2022,Digital Marketing 101,Marketing,41%,45,Y,5,"2022-10-13, 2022-10-20, 2022-10-27, 2022-11-03, 2022-11-10, 2022-11-17"
02493a09-3e3b-4a40-8a05-53a26553b15f,lauren vazquez,kelli32@davis-montgomery.com,MALE,Canada,,09-10-2022,JavaScript Bootcamp,Web Development,43%,120 minutes,0,1,"2022-10-09, 2022-10-16, 2022-10-23, 2022-10-30, 2022-11-06"
b38a3db1-2767-42d3-a502-dc4b5b0334d8,ashley freeman,linda73@gmail.com,F,Germany,,08-07-2022,HTML & CSS Basics,Web Development,50%,45,Yes,,"2022-07-08, 2022-07-15, 2022-07-22, 2022-07-29, 2022-08-05, 2022-08-12, 2022-08-19, 2022-08-26"
227dcecc-b972-493a-9bb0-dd7660b57717,ANDREW MANN,llopez@hotmail.com,Male,Canada,,12-03-2025,Digital Marketing 101,Marketing,46%,1 hour,No,3,"2025-03-12, 2025-03-19"
467ba9e5-77e8-4762-bb7e-b97952dcbffd,linda valencia,schmidtshannon@weaver-gibson.net,Female,USA,41,29-09-2023,Digital Marketing 101,Marketing,29,1.5,1,2,"2023-09-29, 2023-10-06, 2023-10-13, 2023-10-20, 2023-10-27, 2023-11-03, 2023-11-10, 2023-11-17"
04cad30a-e207-4b20-af7f-2cd7bbd0fe6c,helen oliver,invalid-email,F,india,24,16-11-2023,JavaScript Bootcamp,Web Development,14%,2,Yes,3,16-11-2023
f7980131-a885-47b4-9037-2a5cb893b08a,jasmine warren,chloemorris@hotmail.com,Male,Canada,23,18-08-2023,SEO Fundamentals,Marketing,2%,1 hour,0,4,"2023-08-18, 2023-08-25, 2023-09-01"
a8ad1539-85f0-486a-98a4-40bd1c4760a5,russell anderson,daniellee@duncan.info,female,USA,,20-08-2023,SEO Fundamentals,Marketing,1%,120 minutes,0,1,20-08-2023
4185300d-971d-45fd-b389-50ce9fbc879e,daniel robbins,dianahebert@mcdonald.com,Female,UK,0,01-07-2024,Graphic Design Basics,Design,12,45,1,3,"2024-07-01, 2024-07-08, 2024-07-15, 2024-07-22, 2024-07-29, 2024-08-05, 2024-08-12"
e3f342a8-f030-4fd4-be54-898e8eda6433,jacob erickson,invalid-email,female,IN,,19-10-2023,Python for Data Science,Data Science,62%,45,1,4,"2023-10-19, 2023-10-26, 2023-11-02, 2023-11-09"
bbfb1b71-0a68-4eb8-876d-e8c5440c7e5b,eric blackburn,hardyamanda@lee.com,female,us,39,20-11-2024,Startup Strategy,Business,3,120 minutes,No,5,"2024-11-20, 2024-11-27, 2024-12-04, 2024-12-11, 2024-12-18"
8ef4d74b-2dcc-4095-b28f-9444a0154d65,jennifer garcia,bpark@gmail.com,female,Uk,35,08-09-2024,Social Media Strategy,Marketing,19%,120 minutes,N,4,"2024-09-08, 2024-09-15, 2024-09-22, 2024-09-29"
66cc7376-8cca-4963-ae2e-77a4cadec379,mary ferguson,rachel85@yahoo.com,M,UK,28,22-12-2022,Social Media Strategy,Marketing,90%,90 mins,0,5,"2022-12-22, 2022-12-29, 2023-01-05, 2023-01-12"
d37ee471-6e3b-4507-a21c-1209c3a1962d,lisa hart,vcannon@ward-chavez.biz,MALE,Canada,0,07-01-2024,Python for Data Science,Data Science,97,90 mins,0,3,"2024-01-07, 2024-01-14, 2024-01-21, 2024-01-28, 2024-02-04, 2024-02-11"
